id	DESPC	DESSC	DESWC	DESPL	DESPLd	DESPLw	DESSL	DESSLd	DESWLsy	DESWLsyd	DESWLlt	DESWLltd	WORD_SET_INCIDENCE_WRDPRP1s	WORD_SET_INCIDENCE_WRDPRP1p	WORD_SET_INCIDENCE_WRDPRP2	WORD_SET_INCIDENCE_WRDPRP3s	WORD_SET_INCIDENCE_WRDPRP3p	WORD_SET_INCIDENCE_CNCCaus	WORD_SET_INCIDENCE_CNCLogic	WORD_SET_INCIDENCE_CNCTemp	WORD_SET_INCIDENCE_CNCAdd	WORD_SET_INCIDENCE_CNCPos	WORD_SET_INCIDENCE_CNCNeg	WORD_SET_INCIDENCE_C4_COMMON_WORDS	WORD_PROPERTY_WRDNOUN	WORD_PROPERTY_WRDVERB	WORD_PROPERTY_WRDADJ	WORD_PROPERTY_WRDADV	WORD_PROPERTY_WRDFRQc	WORD_PROPERTY_WRDFRQa	WORD_PROPERTY_WRDFRQmc	WORD_PROPERTY_WRDAOAc	WORD_PROPERTY_WRDFAMc	WORD_PROPERTY_WRDCNCc	WORD_PROPERTY_WRDIMGc	WORD_PROPERTY_WRDMEAc	WORD_PROPERTY_WRDPOLc	WORD_PROPERTY_WRDHYPn	WORD_PROPERTY_WRDHYPv	WORD_PROPERTY_WRDHYPnv	WORD_PROPERTY_AOA	WORD_PROPERTY_AOA_MAX	WORD_PROPERTY_CONCRETENESS	WORD_PROPERTY_PREVALENCE	WORD_PROPERTY_PREVALENCE_MIN	text_key
5	1.0	2.0	14.0	2.0		14.0	7.0	5.656854249492381	1.0714285714285714	0.2672612419124244	3.9285714285714284	0.9168747682531899	0.0	0.0	0.14285714285714285	0.0	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.07142857142857142	0.0	0.14285714285714285	0.0	0.21428571428571427	0.07142857142857142	0.35714285714285715	0.07142857142857142	0.0	-8.629900319228572	-7.38406557695	-7.38406557695	234.5	587.6	410.8	436.8	426.4	16.428571428571427	8.0	0.75	2.2			2.836923076923077	2.365153846153846	2.365153846153846	sentence_eng_Latn
5	1.0	2.0	12.0	2.0		12.0	6.0	5.656854249492381	1.0	0.0	5.083333333333333	2.7122058561364044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9166666666666666	0.0	0.0	0.0	-17.528302987416666	-17.183313914714287	-17.183313914714287						0.0									sentence_rus_Cyrl
6	1.0	3.0	16.0	3.0		16.0	5.333333333333333	3.7859388972001824	1.0625	0.25	3.8125	1.5152007567755943	0.0625	0.0	0.0	0.125	0.0	0.0	0.0	0.0625	0.0	0.0625	0.0	0.125	0.0625	0.1875	0.0	0.1875	-8.755731514528572	-7.3204302042687495	-7.3204302042687495		575.4	351.0	404.6	404.25	14.571428571428571	8.0	1.6666666666666667	3.25			3.0966666666666667	2.2914	2.2914	sentence_eng_Latn
6	1.0	3.0	16.0	3.0		16.0	5.333333333333333	2.8867513459481287	1.0	0.0	3.5625	2.0966242709015206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-15.5050965945	-15.5050965945	-15.5050965945						0.0									sentence_rus_Cyrl
7	1.0	3.0	36.0	3.0		36.0	12.0	9.539392014169456	1.0833333333333333	0.280305955290694	3.1944444444444446	1.4505062061115954	0.1111111111111111	0.0	0.027777777777777776	0.027777777777777776	0.05555555555555555	0.027777777777777776	0.08333333333333333	0.027777777777777776	0.0	0.08333333333333333	0.0	0.1388888888888889	0.08333333333333333	0.2222222222222222	0.05555555555555555	0.0	-8.184889353246154	-6.203754272727778	-6.203754272727778	291.5	579.0	371.2	397.6	493.55555555555554	11.692307692307692	5.666666666666667	1.625	2.727272727272727	2.89	2.89	2.6166666666666667	2.2349722222222224	2.2349722222222224	sentence_eng_Latn
7	1.0	3.0	27.0	3.0		27.0	9.0	7.810249675906654	1.0	0.0	5.148148148148148	2.552580951834734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7777777777777778	0.037037037037037035	0.14814814814814814	0.0	-15.955364729221053	-15.913265466685	-15.913265466685						0.0									sentence_rus_Cyrl
8	1.0	3.0	33.0	3.0		33.0	11.0	1.7320508075688772	1.0606060606060606	0.24230584229877994	3.515151515151515	1.523179489612356	0.12121212121212122	0.0	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.0	0.09090909090909091	0.0	0.030303030303030304	0.0	0.030303030303030304	0.09090909090909091	0.18181818181818182	0.12121212121212122	0.12121212121212122	0.030303030303030304	-9.103362814586667	-6.8614135511	-6.8614135511	276.0	580.1666666666666	418.2	432.25	463.8	13.133333333333333	6.333333333333333	2.5	4.8			2.9266666666666667	2.2655151515151517	2.2655151515151517	sentence_eng_Latn
8	1.0	4.0	30.0	4.0		30.0	7.5	3.1091263510296048	1.0	0.0	4.2	2.2499042125204443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7333333333333333	0.03333333333333333	0.16666666666666666	0.0	-15.571867851980953	-15.569685728652175	-15.569685728652175						0.0									sentence_rus_Cyrl
9	1.0	4.0	31.0	4.0		31.0	7.75	2.5	1.2580645161290323	0.5143113152870138	4.161290322580645	1.8091761328212057	0.0967741935483871	0.0	0.06451612903225806	0.0	0.0967741935483871	0.0	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.06451612903225806	0.0	0.12903225806451613	0.12903225806451613	0.1935483870967742	0.06451612903225806	0.0967741935483871	-9.282113742826667	-7.289709329603226	-7.289709329603226	300.0	585.5555555555555	395.3333333333333	397.1111111111111	425.0	10.6	6.5	0.3333333333333333	2.8			2.831935483870968	2.335	2.335	sentence_eng_Latn
9	1.0	5.0	28.0	5.0		28.0	5.6	1.9493588689617927	1.0	0.0	4.571428571428571	3.0114420248085585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6785714285714286	0.07142857142857142	0.10714285714285714	0.0	-15.846409404976471	-15.569935616990476	-15.569935616990476						0.0									sentence_rus_Cyrl
10	1.0	4.0	34.0	4.0		34.0	8.5	5.32290647422377	1.2058823529411764	0.4785971776630355	3.7941176470588234	2.1002079516765013	0.14705882352941177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.08823529411764706	0.2647058823529412	0.08823529411764706	0.058823529411764705	-9.413985813358824	-7.286593591461765	-7.286593591461765	274.0	558.1	381.875	416.1	387.6	10.352941176470589	6.0	1.1111111111111112	2.3333333333333335	2.89	2.89	2.711176470588235	2.263588235294118	2.263588235294118	sentence_eng_Latn
10	1.0	4.0	24.0	4.0		24.0	6.0	2.70801280154532	1.0	0.0	5.291666666666667	2.6289221905674522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.041666666666666664	0.20833333333333334	0.0	-15.43832654952	-15.033807094276924	-15.033807094276924						0.0									sentence_rus_Cyrl
11	1.0	3.0	26.0	3.0		26.0	8.666666666666666	3.214550253664318	1.1153846153846154	0.3258125936084211	3.5	1.9235384061671346	0.19230769230769232	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.07692307692307693	0.3076923076923077	0.038461538461538464	0.038461538461538464	-7.203015724825	-6.020442458296154	-6.020442458296154		585.8181818181819	289.4	315.09090909090907	387.1	15.166666666666666	6.5	1.375	2.4			2.63	2.2866923076923076	2.2866923076923076	sentence_eng_Latn
11	1.0	3.0	22.0	3.0		22.0	7.333333333333333	4.725815626252608	1.0	0.0	4.5	2.3042403975114683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.09090909090909091	0.045454545454545456	-16.646771777763636	-15.612956799963158	-15.612956799963158						0.0									sentence_rus_Cyrl
12	1.0	3.0	25.0	3.0		25.0	8.333333333333334	3.055050463303893	1.24	0.5228129047119374	3.72	2.0720360357226735	0.08	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.2	0.24	0.16	0.04	0.04	-8.931008776033334	-7.15400904656	-7.15400904656	252.66666666666666	589.6666666666666	408.75	460.44444444444446	451.7142857142857	8.25	7.0	0.25	4.0	2.89	2.89	2.8316666666666666	2.2474166666666666	2.2474166666666666	sentence_eng_Latn
12	1.0	4.0	17.0	4.0		17.0	4.25	3.304037933599835	1.0	0.0	5.0588235294117645	2.771971054937581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8235294117647058	0.0	0.0	0.058823529411764705	-16.0101211336	-16.13231078061818	-16.13231078061818						0.0									sentence_rus_Cyrl
13	1.0	3.0	21.0	3.0		21.0	7.0	2.0	1.380952380952381	0.8047478161629565	4.380952380952381	2.334013506306047	0.0	0.0	0.14285714285714285	0.0	0.0	0.047619047619047616	0.0	0.0	0.09523809523809523	0.14285714285714285	0.0	0.2857142857142857	0.047619047619047616	0.38095238095238093	0.0	0.047619047619047616	-9.19450559617	-7.156946999695238	-7.156946999695238	192.0	580.7777777777778	398.7142857142857	420.3333333333333	467.42857142857144	17.2	7.0	1.25	1.8888888888888888			2.822857142857143	2.3543333333333334	2.3543333333333334	sentence_eng_Latn
13	1.0	3.0	22.0	3.0		22.0	7.333333333333333	2.516611478423583	1.0	0.0	5.681818181818182	3.153023698223412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6818181818181818	0.09090909090909091	0.13636363636363635	0.0	-16.169379393266667	-15.732091086257142	-15.732091086257142						0.0									sentence_rus_Cyrl
14	1.0	3.0	28.0	3.0		28.0	9.333333333333334	3.214550253664318	1.2857142857142858	0.5998236072282915	3.9642857142857144	2.4264307403192324	0.07142857142857142	0.0	0.03571428571428571	0.0	0.0	0.0	0.0	0.0	0.03571428571428571	0.0	0.03571428571428571	0.2857142857142857	0.14285714285714285	0.21428571428571427	0.03571428571428571	0.07142857142857142	-8.633584352638461	-6.712533959317857	-6.712533959317857	223.75	572.3333333333334	388.9166666666667	404.9166666666667	422.3636363636364	21.153846153846153	7.0	0.5	3.1			2.677037037037037	2.3002592592592594	2.3002592592592594	sentence_eng_Latn
14	1.0	4.0	24.0	4.0		24.0	6.0	0.816496580927726	1.0	0.0	5.291666666666667	3.342469363999521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7916666666666666	0.041666666666666664	0.08333333333333333	0.0	-15.539472213161538	-15.319614728293333	-15.319614728293333						0.0									sentence_rus_Cyrl
15	1.0	2.0	29.0	2.0		29.0	14.5	3.5355339059327378	1.206896551724138	0.41225082039488553	3.896551724137931	1.718488280566193	0.034482758620689655	0.0	0.06896551724137931	0.0	0.0	0.034482758620689655	0.06896551724137931	0.034482758620689655	0.034482758620689655	0.06896551724137931	0.034482758620689655	0.13793103448275862	0.13793103448275862	0.1724137931034483	0.034482758620689655	0.1724137931034483	-8.71167214712	-6.852207290720689	-6.852207290720689	270.5	582.1666666666666	385.27272727272725	433.9166666666667	463.8888888888889	11.666666666666666	6.75	1.2	3.6666666666666665	2.89	2.89	2.424137931034483	2.295413793103448	2.295413793103448	sentence_eng_Latn
15	1.0	2.0	25.0	2.0		25.0	12.5	0.7071067811865476	1.0	0.0	4.64	2.0387904911164036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.04	0.12	0.0	-15.52597081661875	-15.411868201372222	-15.411868201372222						0.0									sentence_rus_Cyrl
16	1.0	2.0	22.0	2.0		22.0	11.0	2.8284271247461903	1.3181818181818181	0.6463349888014092	3.772727272727273	2.0220644373373933	0.09090909090909091	0.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.2727272727272727	0.13636363636363635	0.22727272727272727	0.045454545454545456	0.045454545454545456	-8.13385748863	-6.279232577840909	-6.279232577840909	222.0	589.0	445.8888888888889	476.8888888888889	502.77777777777777	19.5	6.333333333333333	0.8	2.875	2.89	2.89	2.705909090909091	2.2947727272727274	2.2947727272727274	sentence_eng_Latn
16	1.0	2.0	20.0	2.0		20.0	10.0	4.242640687119285	1.0	0.0	4.8	2.8395700193404005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.05	0.2	0.0	-16.25075000525625	-16.049733638772224	-16.049733638772224						0.0									sentence_rus_Cyrl
17	1.0	2.0	25.0	2.0		25.0	12.5	3.5355339059327378	1.32	0.5567764362830022	3.76	2.0264912204760885	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.2	0.28	0.08	0.0	0.08	-9.537255113772728	-6.844316825864	-6.844316825864	349.6666666666667	561.3333333333334	413.6	408.3333333333333	461.5	7.181818181818182	6.428571428571429	1.0	5.222222222222222	2.89	2.89	2.6528	2.30176	2.30176	sentence_eng_Latn
17	1.0	2.0	21.0	2.0		21.0	10.5	0.7071067811865476	1.0	0.0	4.380952380952381	2.5976179564399087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8095238095238095	0.0	0.047619047619047616	0.0	-15.545424681453847	-15.08855485916875	-15.08855485916875						0.0									sentence_rus_Cyrl
18	1.0	2.0	17.0	2.0		17.0	8.5	7.7781745930520225	1.2941176470588236	0.5878675320972554	3.6470588235294117	2.0597686906115285	0.17647058823529413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.058823529411764705	0.058823529411764705	-8.132075309760001	-6.7431805554588236	-6.7431805554588236		572.25	330.5	378.0	408.5	9.8	8.0	0.0	2.6666666666666665			2.31625	2.282875	2.282875	sentence_eng_Latn
18	1.0	2.0	13.0	2.0		13.0	6.5	6.363961030678928	1.0	0.0	4.461538461538462	2.569545505058064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7692307692307693	0.0	0.07692307692307693	0.0	-16.0278905630125	-16.2073586464	-16.2073586464						0.0									sentence_rus_Cyrl
19	1.0	4.0	40.0	4.0		40.0	10.0	7.3484692283495345	1.3	0.6076436202501999	4.025	2.0567275476173807	0.025	0.0	0.0	0.0	0.0	0.0	0.05	0.025	0.05	0.025	0.05	0.1	0.25	0.15	0.1	0.075	-8.839467732804348	-7.463224470615	-7.463224470615	320.6666666666667	569.1052631578947	355.36842105263156	387.4736842105263	425.8125	14.695652173913043	6.222222222222222	1.6666666666666667	4.4	2.89	2.89	2.52	2.302794871794872	2.302794871794872	sentence_eng_Latn
19	1.0	3.0	31.0	3.0		31.0	10.333333333333334	6.027713773341708	1.0	0.0	5.741935483870968	3.1087804890394333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7741935483870968	0.06451612903225806	0.12903225806451613	0.0	-16.233097293168182	-16.1330522869	-16.1330522869						0.0									sentence_rus_Cyrl
20	1.0	3.0	41.0	3.0		41.0	13.666666666666666	5.131601439446884	1.170731707317073	0.49509792083941556	3.5365853658536586	1.8986516396591786	0.07317073170731707	0.0	0.024390243902439025	0.0	0.0	0.024390243902439025	0.04878048780487805	0.0	0.07317073170731707	0.04878048780487805	0.04878048780487805	0.21951219512195122	0.04878048780487805	0.14634146341463414	0.12195121951219512	0.0975609756097561	-8.182282896611765	-6.3214147381707315	-6.3214147381707315	257.0	586.5714285714286	362.57142857142856	409.35714285714283	448.92857142857144	13.411764705882353	7.0	0.8333333333333334	2.375			2.453170731707317	2.257170731707317	2.257170731707317	sentence_eng_Latn
20	1.0	3.0	29.0	3.0		29.0	9.666666666666666	3.214550253664318	1.0	0.0	4.517241379310345	2.399712626473256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6206896551724138	0.06896551724137931	0.1724137931034483	0.0	-15.618316888805	-15.642632126808333	-15.642632126808333						0.0									sentence_rus_Cyrl
21	1.0	4.0	48.0	4.0		48.0	12.0	6.377042156569663	1.1666666666666667	0.47639306734033093	3.5833333333333335	1.9768159799130813	0.08333333333333333	0.0	0.020833333333333332	0.0	0.0	0.020833333333333332	0.10416666666666667	0.0	0.041666666666666664	0.020833333333333332	0.041666666666666664	0.041666666666666664	0.10416666666666667	0.125	0.125	0.0625	-7.9880329608950005	-6.49127387006875	-6.49127387006875	372.5	571.9473684210526	342.47058823529414	359.89473684210526	424.5	13.7	6.2	0.3333333333333333	3.0	2.89	2.89	2.5414583333333334	2.2746458333333335	2.2746458333333335	sentence_eng_Latn
21	1.0	4.0	45.0	4.0		45.0	11.25	7.5	1.0	0.0	4.155555555555556	2.1945754979406873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7111111111111111	0.0	0.044444444444444446	0.0	-15.145213974837038	-14.907470075697368	-14.907470075697368						0.0									sentence_rus_Cyrl
22	1.0	3.0	62.0	3.0		62.0	20.666666666666668	2.5166114784235836	1.1290322580645162	0.42402717851888505	3.564516129032258	2.1086936966503615	0.06451612903225806	0.0	0.03225806451612903	0.0	0.0	0.0	0.04838709677419355	0.0	0.06451612903225806	0.03225806451612903	0.03225806451612903	0.1774193548387097	0.14516129032258066	0.12903225806451613	0.08064516129032258	0.06451612903225806	-7.4259083271115385	-5.95080549871129	-5.95080549871129	419.5	592.8	315.85	352.55	421.4736842105263	14.192307692307692	6.111111111111111	1.25	3.823529411764706	2.89	2.89	2.3283870967741938	2.288983870967742	2.288983870967742	sentence_eng_Latn
22	1.0	4.0	47.0	4.0		47.0	11.75	7.274384280931732	1.0	0.0	4.617021276595745	2.8632088375393705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8085106382978723	0.02127659574468085	0.0425531914893617	0.02127659574468085	-15.574769303602702	-15.348750909169048	-15.348750909169048						0.0									sentence_rus_Cyrl
23	1.0	2.0	21.0	2.0		21.0	10.5	2.1213203435596424	1.0952380952380953	0.30079260375911915	3.4761904761904763	1.470341716032284	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.047619047619047616	0.0	0.047619047619047616	0.0	0.047619047619047616	0.09523809523809523	0.09523809523809523	0.23809523809523808	0.047619047619047616	0.09523809523809523	-7.88584251404	-6.432691494628571	-6.432691494628571	222.0	583.6	345.55555555555554	392.0	439.22222222222223	12.4	7.0	0.6	2.4285714285714284	2.89	2.89	2.6280952380952383	2.281285714285714	2.281285714285714	sentence_eng_Latn
23	1.0	2.0	21.0	2.0		21.0	10.5	4.949747468305833	1.0	0.0	4.142857142857143	2.308369863902106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7619047619047619	0.0	0.047619047619047616	0.0	-14.831913312275	-14.5423433184625	-14.5423433184625						0.0									sentence_rus_Cyrl
24	1.0	2.0	19.0	2.0		19.0	9.5	0.7071067811865476	1.2105263157894737	0.5353033790313108	4.2105263157894735	2.3232866415303666	0.0	0.0	0.05263157894736842	0.0	0.0	0.05263157894736842	0.05263157894736842	0.0	0.05263157894736842	0.05263157894736842	0.05263157894736842	0.10526315789473684	0.21052631578947367	0.05263157894736842	0.05263157894736842	0.15789473684210525	-9.4761244986	-7.573993068	-7.573993068	286.0	571.0	437.0	442.85714285714283	476.3333333333333	10.777777777777779	6.75	0.0	5.4	2.89	2.89	2.54	2.309263157894737	2.309263157894737	sentence_eng_Latn
24	1.0	2.0	21.0	2.0		21.0	10.5	6.363961030678928	1.0	0.0	4.380952380952381	2.3124919562279667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.047619047619047616	0.0	-15.197138712953846	-15.077181243893333	-15.077181243893333						0.0									sentence_rus_Cyrl
25	1.0	2.0	34.0	2.0		34.0	17.0	9.899494936611665	1.2647058823529411	0.6655516522273318	3.5294117647058822	2.218862582190541	0.08823529411764706	0.0	0.0	0.0	0.0	0.029411764705882353	0.029411764705882353	0.0	0.029411764705882353	0.08823529411764706	0.0	0.14705882352941177	0.17647058823529413	0.11764705882352941	0.058823529411764705	0.058823529411764705	-8.859248399735714	-6.536122490376471	-6.536122490376471	292.6666666666667	585.7	387.0	443.0	456.125	8.5	6.0	1.0	4.0	2.89	2.89	2.4141176470588235	2.2345588235294116	2.2345588235294116	sentence_eng_Latn
25	1.0	3.0	21.0	3.0		21.0	7.0	3.0	1.0	0.0	4.904761904761905	2.7368734334046563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.047619047619047616	0.0	0.0	-15.769215901693332	-15.543301806729412	-15.543301806729412						0.0									sentence_rus_Cyrl
26	1.0	6.0	48.0	6.0		48.0	8.0	4.33589667773576	1.1666666666666667	0.47639306734033093	3.7083333333333335	1.9888875681810794	0.020833333333333332	0.0	0.041666666666666664	0.0	0.020833333333333332	0.020833333333333332	0.020833333333333332	0.020833333333333332	0.041666666666666664	0.041666666666666664	0.020833333333333332	0.14583333333333334	0.20833333333333334	0.125	0.10416666666666667	0.041666666666666664	-8.018156424813043	-6.750988135735417	-6.750988135735417	381.0	587.6	361.25	403.55	458.22222222222223	15.130434782608695	6.0	0.8333333333333334	4.0625	2.89	2.89	2.4764583333333334	2.3256666666666668	2.3256666666666668	sentence_eng_Latn
